   ik    e(ev)        kx        ky        kz   abs(k)  AgDx2-y2  AgDxy  AgDxz  AgDyz  AgDz2  AgPx  AgPy  AgPz   AgS  AuDx2-y2  AuDxy  AuDxz  AuDyz  AuDz2  AuPx  AuPy  AuPz   AuS  |psi|^2
  1.0 14.33873  0.000000  0.000000  0.000000 0.000000     0.026  0.005  0.123  0.163  0.007   0.0   0.0   0.0 0.000     0.081  0.035  0.260  0.199  0.077   0.0   0.0   0.0 0.000    0.998
  2.0 14.31887 -0.058754  0.065667 -0.084796 0.122288     0.031  0.153  0.029  0.077  0.013   0.0   0.0   0.0 0.004     0.046  0.355  0.032  0.166  0.044   0.0   0.0   0.0 0.015    0.996
  3.0 14.30498 -0.117507  0.131334 -0.169591 0.244577     0.166  0.025  0.045  0.075  0.004   0.0   0.0   0.0 0.008     0.334  0.048  0.046  0.153  0.005   0.0   0.0   0.0 0.032    0.973
  4.0 14.20511  0.176261 -0.197001  0.254387 0.366865     0.084  0.023  0.016  0.026  0.024   0.0   0.0   0.0 0.009     0.435  0.051  0.055  0.133  0.049   0.0   0.0   0.0 0.049    0.974
  5.0 14.30498  0.117507 -0.131334  0.169591 0.244577     0.166  0.025  0.045  0.075  0.004   0.0   0.0   0.0 0.008     0.334  0.048  0.046  0.153  0.005   0.0   0.0   0.0 0.032    0.973
  6.0 14.31887  0.058754 -0.065667  0.084796 0.122288     0.031  0.153  0.029  0.077  0.013   0.0   0.0   0.0 0.004     0.046  0.355  0.032  0.166  0.044   0.0   0.0   0.0 0.015    0.996
  7.0 14.35046  0.063119  0.063522 -0.094751 0.130372     0.042  0.017  0.040  0.135  0.068   0.0   0.0   0.0 0.025     0.064  0.070  0.092  0.127  0.195   0.0   0.0   0.0 0.067    0.974
  8.0 14.38012  0.004365  0.129189 -0.179546 0.221237     0.095  0.083  0.041  0.019  0.174   0.0   0.0   0.0 0.011     0.097  0.079  0.130  0.032  0.164   0.0   0.0   0.0 0.036    0.984
  9.0 14.36170 -0.054389  0.194856 -0.264342 0.332872     0.020  0.012  0.192  0.047  0.010   0.0   0.0   0.0 0.017     0.057  0.016  0.375  0.083  0.010   0.0   0.0   0.0 0.097    0.976
 10.0 14.38451  0.239380 -0.133478  0.159636 0.317180     0.035  0.059  0.192  0.016  0.031   0.0   0.0   0.0 0.021     0.059  0.123  0.293  0.010  0.038   0.0   0.0   0.0 0.088    0.988
 11.0 14.32445  0.180626 -0.067812  0.074840 0.206943     0.029  0.011  0.031  0.238  0.079   0.0   0.0   0.0 0.000     0.036  0.021  0.092  0.279  0.153   0.0   0.0   0.0 0.000    0.998
 12.0 14.31896  0.121873 -0.002145 -0.009955 0.122297     0.075  0.090  0.052  0.036  0.017   0.0   0.0   0.0 0.000     0.244  0.211  0.186  0.024  0.018   0.0   0.0   0.0 0.005    0.997
 13.0 14.40169  0.126238  0.127044 -0.189502 0.260744     0.055  0.045  0.116  0.158  0.019   0.0   0.0   0.0 0.000     0.058  0.064  0.160  0.244  0.011   0.0   0.0   0.0 0.024    0.977
 14.0 14.44263  0.067484  0.192711 -0.274297 0.341951     0.108  0.258  0.036  0.010  0.000   0.0   0.0   0.0 0.000     0.172  0.297  0.063  0.023  0.000   0.0   0.0   0.0 0.000    0.997
 15.0 14.41395  0.008730  0.258378 -0.359093 0.442474     0.049  0.066  0.096  0.058  0.066   0.0   0.0   0.0 0.017     0.144  0.098  0.134  0.087  0.065   0.0   0.0   0.0 0.103    0.991
 16.0 14.38586  0.302499 -0.069956  0.064885 0.317190     0.065  0.024  0.009  0.151  0.066   0.0   0.0   0.0 0.021     0.137  0.051  0.023  0.192  0.132   0.0   0.0   0.0 0.093    0.987
 17.0 14.30455  0.243745 -0.004289 -0.019911 0.244595     0.011  0.150  0.056  0.091  0.008   0.0   0.0   0.0 0.008     0.031  0.310  0.130  0.111  0.008   0.0   0.0   0.0 0.036    0.974
 18.0 14.37853  0.184992  0.061378 -0.104706 0.221252     0.023  0.128  0.064  0.101  0.056   0.0   0.0   0.0 0.012     0.019  0.132  0.081  0.209  0.082   0.0   0.0   0.0 0.050    0.979
 19.0 14.39723 -0.189357 -0.190567  0.284253 0.391115     0.096  0.117  0.045  0.035  0.027   0.0   0.0   0.0 0.015     0.121  0.206  0.062  0.139  0.047   0.0   0.0   0.0 0.031    0.965
 20.0 14.44219 -0.248111 -0.124900  0.199457 0.341968     0.047  0.272  0.009  0.023  0.016   0.0   0.0   0.0 0.000     0.088  0.427  0.002  0.053  0.034   0.0   0.0   0.0 0.000    0.998
 21.0 14.36790 -0.306864 -0.059233  0.114662 0.332899     0.013  0.009  0.004  0.076  0.181   0.0   0.0   0.0 0.026     0.026  0.030  0.011  0.172  0.304   0.0   0.0   0.0 0.095    0.977
 22.0 14.20707 -0.013096 -0.387567  0.538639 0.663711     0.005  0.075  0.031  0.034  0.012   0.0   0.0   0.0 0.015     0.047  0.366  0.125  0.181  0.012   0.0   0.0   0.0 0.037    0.976
 23.0 14.36790 -0.071849 -0.321900  0.453844 0.561032     0.013  0.009  0.004  0.076  0.181   0.0   0.0   0.0 0.026     0.026  0.030  0.011  0.172  0.304   0.0   0.0   0.0 0.095    0.977
 24.0 14.44219 -0.130603 -0.256234  0.369048 0.467878     0.047  0.272  0.009  0.023  0.016   0.0   0.0   0.0 0.000     0.088  0.427  0.002  0.053  0.034   0.0   0.0   0.0 0.000    0.998
 25.0 14.40169 -0.126238 -0.127044  0.189502 0.260744     0.055  0.045  0.116  0.158  0.019   0.0   0.0   0.0 0.000     0.058  0.064  0.160  0.244  0.011   0.0   0.0   0.0 0.024    0.977
 26.0 14.37853 -0.184992 -0.061378  0.104706 0.221252     0.023  0.128  0.064  0.101  0.056   0.0   0.0   0.0 0.012     0.019  0.132  0.081  0.209  0.082   0.0   0.0   0.0 0.050    0.979
 27.0 14.30455 -0.243745  0.004289  0.019911 0.244595     0.011  0.150  0.056  0.091  0.008   0.0   0.0   0.0 0.008     0.031  0.310  0.130  0.111  0.008   0.0   0.0   0.0 0.036    0.974
 28.0 14.38586  0.050023 -0.324045  0.443889 0.551856     0.065  0.024  0.009  0.151  0.066   0.0   0.0   0.0 0.021     0.137  0.051  0.023  0.192  0.132   0.0   0.0   0.0 0.093    0.987
 29.0 14.41395 -0.008730 -0.258378  0.359093 0.442474     0.049  0.066  0.096  0.058  0.066   0.0   0.0   0.0 0.017     0.144  0.098  0.134  0.087  0.065   0.0   0.0   0.0 0.103    0.991
 30.0 14.44263 -0.067484 -0.192711  0.274297 0.341951     0.108  0.258  0.036  0.010  0.000   0.0   0.0   0.0 0.000     0.172  0.297  0.063  0.023  0.000   0.0   0.0   0.0 0.000    0.997
 31.0 14.35046 -0.063119 -0.063522  0.094751 0.130372     0.042  0.017  0.040  0.135  0.068   0.0   0.0   0.0 0.025     0.064  0.070  0.092  0.127  0.195   0.0   0.0   0.0 0.067    0.974
 32.0 14.31896 -0.121873  0.002145  0.009955 0.122297     0.075  0.090  0.052  0.036  0.017   0.0   0.0   0.0 0.000     0.244  0.211  0.186  0.024  0.018   0.0   0.0   0.0 0.005    0.997
 33.0 14.32445 -0.180626  0.067812 -0.074840 0.206943     0.029  0.011  0.031  0.238  0.079   0.0   0.0   0.0 0.000     0.036  0.021  0.092  0.279  0.153   0.0   0.0   0.0 0.000    0.998
 34.0 14.38451  0.113142 -0.260523  0.349138 0.450078     0.035  0.059  0.192  0.016  0.031   0.0   0.0   0.0 0.021     0.059  0.123  0.293  0.010  0.038   0.0   0.0   0.0 0.088    0.988
 35.0 14.36170  0.054389 -0.194856  0.264342 0.332872     0.020  0.012  0.192  0.047  0.010   0.0   0.0   0.0 0.017     0.057  0.016  0.375  0.083  0.010   0.0   0.0   0.0 0.097    0.976
 36.0 14.38012 -0.004365 -0.129189  0.179546 0.221237     0.095  0.083  0.041  0.019  0.174   0.0   0.0   0.0 0.011     0.097  0.079  0.130  0.032  0.164   0.0   0.0   0.0 0.036    0.984
 37.0 14.30567 -0.003501  0.096472  0.152067 0.180120     0.029  0.005  0.055  0.054  0.175   0.0   0.0   0.0 0.000     0.071  0.000  0.112  0.118  0.369   0.0   0.0   0.0 0.000    0.999
 38.0 14.26617 -0.062255  0.162138  0.067271 0.186253     0.026  0.077  0.072  0.110  0.014   0.0   0.0   0.0 0.034     0.131  0.155  0.088  0.181  0.040   0.0   0.0   0.0 0.051    0.994
 39.0 14.22313 -0.121009  0.227805 -0.017524 0.258545     0.095  0.034  0.023  0.004  0.028   0.0   0.0   0.0 0.000     0.435  0.102  0.154  0.033  0.051   0.0   0.0   0.0 0.000    0.998
 40.0 14.29607  0.172760 -0.100529  0.406453 0.452942     0.021  0.187  0.069  0.017  0.022   0.0   0.0   0.0 0.000     0.043  0.356  0.189  0.033  0.029   0.0   0.0   0.0 0.000    0.994
