   ik    e(ev)        kx        ky        kz   abs(k)  AgDx2-y2  AgDxy  AgDxz  AgDyz  AgDz2  AgPx  AgPy  AgPz   AgS  AuDx2-y2  AuDxy  AuDxz  AuDyz  AuDz2  AuPx  AuPy  AuPz   AuS  |psi|^2
  1.0 13.52264  0.000000  0.000000  0.000000 0.000000     0.014  0.004  0.062  0.058  0.062   0.0   0.0   0.0 0.008     0.092  0.023  0.155  0.143  0.296   0.0   0.0   0.0 0.043    0.990
  2.0 13.34993 -0.058754  0.065667 -0.084796 0.122288     0.012  0.022  0.097  0.098  0.010   0.0   0.0   0.0 0.067     0.015  0.067  0.244  0.188  0.059   0.0   0.0   0.0 0.085    0.993
  3.0 13.33678 -0.117507  0.131334 -0.169591 0.244577     0.004  0.016  0.109  0.123  0.023   0.0   0.0   0.0 0.047     0.023  0.079  0.122  0.310  0.074   0.0   0.0   0.0 0.033    0.993
  4.0 13.32594  0.176261 -0.197001  0.254387 0.366865     0.000  0.060  0.063  0.254  0.000   0.0   0.0   0.0 0.023     0.002  0.104  0.099  0.335  0.002   0.0   0.0   0.0 0.021    0.993
  5.0 13.33678  0.117507 -0.131334  0.169591 0.244577     0.004  0.016  0.109  0.123  0.023   0.0   0.0   0.0 0.047     0.023  0.079  0.122  0.310  0.074   0.0   0.0   0.0 0.033    0.993
  6.0 13.34993  0.058754 -0.065667  0.084796 0.122288     0.012  0.022  0.097  0.098  0.010   0.0   0.0   0.0 0.067     0.015  0.067  0.244  0.188  0.059   0.0   0.0   0.0 0.085    0.993
  7.0 13.31074  0.063119  0.063522 -0.094751 0.130372     0.022  0.005  0.080  0.022  0.152   0.0   0.0   0.0 0.025     0.065  0.000  0.159  0.042  0.377   0.0   0.0   0.0 0.027    0.995
  8.0 13.32945  0.004365  0.129189 -0.179546 0.221237     0.187  0.051  0.012  0.003  0.009   0.0   0.0   0.0 0.017     0.517  0.082  0.023  0.020  0.016   0.0   0.0   0.0 0.015    0.992
  9.0 13.48766 -0.054389  0.194856 -0.264342 0.332872     0.084  0.108  0.014  0.027  0.000   0.0   0.0   0.0 0.010     0.272  0.298  0.057  0.065  0.002   0.0   0.0   0.0 0.027    0.995
 10.0 13.40259  0.239380 -0.133478  0.159636 0.317180     0.001  0.038  0.105  0.120  0.007   0.0   0.0   0.0 0.010     0.019  0.050  0.270  0.318  0.013   0.0   0.0   0.0 0.007    0.997
