   ik    e(ev)        kx        ky        kz   abs(k)  AgDx2-y2  AgDxy  AgDxz  AgDyz  AgDz2  AgPx  AgPy  AgPz   AgS  AuDx2-y2  AuDxy  AuDxz  AuDyz  AuDz2  AuPx  AuPy  AuPz   AuS  |psi|^2
  1.0 15.32528  0.000000  0.000000  0.000000 0.000000     0.038  0.046  0.042  0.099  0.012   0.0   0.0   0.0 0.007     0.040  0.107  0.137  0.374  0.061   0.0   0.0   0.0 0.010    0.996
  2.0 15.29011 -0.058754  0.065667 -0.084796 0.122288     0.050  0.020  0.028  0.131  0.024   0.0   0.0   0.0 0.006     0.121  0.052  0.138  0.279  0.112   0.0   0.0   0.0 0.011    0.996
  3.0 15.30975 -0.117507  0.131334 -0.169591 0.244577     0.103  0.033  0.028  0.068  0.037   0.0   0.0   0.0 0.004     0.258  0.075  0.103  0.105  0.124   0.0   0.0   0.0 0.029    0.992
  4.0 15.32240  0.176261 -0.197001  0.254387 0.366865     0.025  0.083  0.008  0.066  0.005   0.0   0.0   0.0 0.010     0.068  0.431  0.027  0.032  0.130   0.0   0.0   0.0 0.043    0.953
  5.0 15.30975  0.117507 -0.131334  0.169591 0.244577     0.103  0.033  0.028  0.068  0.037   0.0   0.0   0.0 0.004     0.258  0.075  0.103  0.105  0.124   0.0   0.0   0.0 0.029    0.992
  6.0 15.29011  0.058754 -0.065667  0.084796 0.122288     0.050  0.020  0.028  0.131  0.024   0.0   0.0   0.0 0.006     0.121  0.052  0.138  0.279  0.112   0.0   0.0   0.0 0.011    0.996
  7.0 15.32668  0.063119  0.063522 -0.094751 0.130372     0.051  0.038  0.101  0.197  0.017   0.0   0.0   0.0 0.011     0.070  0.088  0.118  0.234  0.032   0.0   0.0   0.0 0.017    0.997
  8.0 15.32451  0.004365  0.129189 -0.179546 0.221237     0.118  0.034  0.038  0.025  0.009   0.0   0.0   0.0 0.004     0.396  0.055  0.092  0.170  0.016   0.0   0.0   0.0 0.008    0.996
  9.0 15.35193 -0.054389  0.194856 -0.264342 0.332872     0.135  0.015  0.044  0.036  0.045   0.0   0.0   0.0 0.004     0.287  0.068  0.068  0.112  0.144   0.0   0.0   0.0 0.004    0.990
 10.0 15.37592  0.239380 -0.133478  0.159636 0.317180     0.071  0.023  0.029  0.029  0.059   0.0   0.0   0.0 0.001     0.356  0.084  0.063  0.114  0.119   0.0   0.0   0.0 0.007    0.994
 11.0 15.30989  0.180626 -0.067812  0.074840 0.206943     0.054  0.103  0.025  0.013  0.023   0.0   0.0   0.0 0.000     0.169  0.349  0.105  0.051  0.082   0.0   0.0   0.0 0.000    0.997
