   ik    e(ev)        kx        ky        kz   abs(k)  AgDx2-y2  AgDxy  AgDxz  AgDyz  AgDz2  AgPx  AgPy  AgPz   AgS  AuDx2-y2  AuDxy  AuDxz  AuDyz  AuDz2  AuPx  AuPy  AuPz   AuS  |psi|^2
  1.0 22.51001  0.000000  0.000000  0.000000 0.000000     0.000  0.000  0.001  0.000  0.000   0.0   0.0   0.0 0.170     0.000  0.026  0.021  0.000  0.000   0.0   0.0   0.0 0.208    0.459
  2.0 22.88350 -0.058754  0.065667 -0.084796 0.122288     0.000  0.000  0.000  0.000  0.000   0.0   0.0   0.0 0.171     0.000  0.009  0.000  0.000  0.000   0.0   0.0   0.0 0.416    0.645
  3.0 23.25060 -0.117507  0.131334 -0.169591 0.244577     0.000  0.000  0.002  0.000  0.000   0.0   0.0   0.0 0.080     0.000  0.000  0.020  0.000  0.000   0.0   0.0   0.0 0.278    0.415
  4.0 23.74104  0.176261 -0.197001  0.254387 0.366865     0.000  0.001  0.001  0.000  0.000   0.0   0.0   0.0 0.021     0.000  0.004  0.006  0.000  0.000   0.0   0.0   0.0 0.243    0.306
  5.0 23.25060  0.117507 -0.131334  0.169591 0.244577     0.000  0.000  0.002  0.000  0.000   0.0   0.0   0.0 0.080     0.000  0.000  0.020  0.000  0.000   0.0   0.0   0.0 0.278    0.415
  6.0 22.88350  0.058754 -0.065667  0.084796 0.122288     0.000  0.000  0.000  0.000  0.000   0.0   0.0   0.0 0.171     0.000  0.009  0.000  0.000  0.000   0.0   0.0   0.0 0.416    0.645
  7.0 22.71406  0.063119  0.063522 -0.094751 0.130372     0.000  0.000  0.000  0.000  0.000   0.0   0.0   0.0 0.152     0.008  0.028  0.005  0.005  0.000   0.0   0.0   0.0 0.437    0.678
  8.0 23.09669  0.004365  0.129189 -0.179546 0.221237     0.000  0.000  0.008  0.000  0.000   0.0   0.0   0.0 0.189     0.000  0.000  0.029  0.000  0.000   0.0   0.0   0.0 0.276    0.556
  9.0 23.73424 -0.054389  0.194856 -0.264342 0.332872     0.000  0.000  0.000  0.000  0.000   0.0   0.0   0.0 0.019     0.000  0.000  0.003  0.000  0.000   0.0   0.0   0.0 0.336    0.404
 10.0 23.12613  0.239380 -0.133478  0.159636 0.317180     0.000  0.000  0.004  0.000  0.000   0.0   0.0   0.0 0.096     0.000  0.000  0.032  0.000  0.000   0.0   0.0   0.0 0.237    0.406
