   ik    e(ev)        kx        ky        kz   abs(k)  AgDx2-y2  AgDxy  AgDxz  AgDyz  AgDz2  AgPx  AgPy  AgPz   AgS  AuDx2-y2  AuDxy  AuDxz  AuDyz  AuDz2  AuPx  AuPy  AuPz   AuS  |psi|^2
  1.0 13.04144  0.000000  0.000000  0.000000 0.000000     0.026  0.030  0.050  0.021  0.059   0.0   0.0   0.0 0.014     0.144  0.119  0.216  0.074  0.177   0.0   0.0   0.0 0.043    0.996
  2.0 13.03827 -0.058754  0.065667 -0.084796 0.122288     0.057  0.066  0.032  0.011  0.018   0.0   0.0   0.0 0.030     0.124  0.321  0.113  0.041  0.105   0.0   0.0   0.0 0.052    0.997
  3.0 13.02530 -0.117507  0.131334 -0.169591 0.244577     0.016  0.009  0.060  0.097  0.007   0.0   0.0   0.0 0.016     0.040  0.045  0.226  0.387  0.042   0.0   0.0   0.0 0.028    0.995
  4.0 12.96682  0.176261 -0.197001  0.254387 0.366865     0.000  0.004  0.063  0.026  0.012   0.0   0.0   0.0 0.000     0.000  0.057  0.497  0.246  0.061   0.0   0.0   0.0 0.003    0.998
  5.0 13.02530  0.117507 -0.131334  0.169591 0.244577     0.016  0.009  0.060  0.097  0.007   0.0   0.0   0.0 0.016     0.040  0.045  0.226  0.387  0.042   0.0   0.0   0.0 0.028    0.995
  6.0 13.03827  0.058754 -0.065667  0.084796 0.122288     0.057  0.066  0.032  0.011  0.018   0.0   0.0   0.0 0.030     0.124  0.321  0.113  0.041  0.105   0.0   0.0   0.0 0.052    0.997
  7.0 13.04955  0.063119  0.063522 -0.094751 0.130372     0.049  0.095  0.029  0.010  0.015   0.0   0.0   0.0 0.025     0.123  0.336  0.115  0.043  0.067   0.0   0.0   0.0 0.062    0.997
  8.0 13.00364  0.004365  0.129189 -0.179546 0.221237     0.048  0.031  0.039  0.050  0.018   0.0   0.0   0.0 0.043     0.185  0.086  0.213  0.141  0.052   0.0   0.0   0.0 0.054    0.997
  9.0 12.97453 -0.054389  0.194856 -0.264342 0.332872     0.010  0.058  0.028  0.018  0.034   0.0   0.0   0.0 0.061     0.045  0.326  0.113  0.130  0.089   0.0   0.0   0.0 0.060    0.997
 10.0 12.95075  0.239380 -0.133478  0.159636 0.317180     0.018  0.017  0.079  0.029  0.067   0.0   0.0   0.0 0.026     0.083  0.097  0.232  0.166  0.141   0.0   0.0   0.0 0.031    0.998
 11.0 12.99610  0.180626 -0.067812  0.074840 0.206943     0.070  0.048  0.027  0.014  0.029   0.0   0.0   0.0 0.058     0.237  0.220  0.038  0.070  0.097   0.0   0.0   0.0 0.062    0.997
 12.0 13.03315  0.121873 -0.002145 -0.009955 0.122297     0.045  0.039  0.038  0.012  0.052   0.0   0.0   0.0 0.022     0.183  0.166  0.157  0.073  0.100   0.0   0.0   0.0 0.095    0.996
 13.0 12.99820  0.126238  0.127044 -0.189502 0.260744     0.035  0.021  0.095  0.092  0.044   0.0   0.0   0.0 0.009     0.092  0.051  0.243  0.188  0.086   0.0   0.0   0.0 0.027    0.998
 14.0 12.91804  0.067484  0.192711 -0.274297 0.341951     0.019  0.046  0.066  0.068  0.011   0.0   0.0   0.0 0.047     0.080  0.196  0.169  0.208  0.043   0.0   0.0   0.0 0.020    0.998
 15.0 12.91508  0.008730  0.258378 -0.359093 0.442474     0.061  0.043  0.087  0.063  0.027   0.0   0.0   0.0 0.038     0.096  0.070  0.129  0.160  0.131   0.0   0.0   0.0 0.073    0.997
 16.0 12.95674  0.302499 -0.069956  0.064885 0.317190     0.035  0.013  0.044  0.101  0.020   0.0   0.0   0.0 0.044     0.125  0.066  0.170  0.245  0.083   0.0   0.0   0.0 0.018    0.997
