   ik    e(ev)        kx        ky        kz   abs(k)  AgDx2-y2  AgDxy  AgDxz  AgDyz  AgDz2  AgPx  AgPy  AgPz   AgS  AuDx2-y2  AuDxy  AuDxz  AuDyz  AuDz2  AuPx  AuPy  AuPz   AuS  |psi|^2
  1.0 18.95053  0.000000  0.000000  0.000000 0.000000     0.000  0.000  0.033  0.041  0.000   0.0   0.0   0.0 0.231     0.000  0.000  0.079  0.089  0.004   0.0   0.0   0.0 0.352    0.853
  2.0 18.37543 -0.058754  0.065667 -0.084796 0.122288     0.000  0.004  0.000  0.000  0.000   0.0   0.0   0.0 0.007     0.000  0.054  0.000  0.000  0.000   0.0   0.0   0.0 0.011    0.127
  3.0 18.68524 -0.117507  0.131334 -0.169591 0.244577     0.000  0.061  0.000  0.000  0.004   0.0   0.0   0.0 0.127     0.000  0.235  0.000  0.000  0.041   0.0   0.0   0.0 0.427    0.913
  4.0 18.16038  0.176261 -0.197001  0.254387 0.366865     0.007  0.013  0.015  0.000  0.004   0.0   0.0   0.0 0.129     0.073  0.073  0.050  0.005  0.071   0.0   0.0   0.0 0.284    0.749
  5.0 18.68524  0.117507 -0.131334  0.169591 0.244577     0.000  0.061  0.000  0.000  0.004   0.0   0.0   0.0 0.127     0.000  0.235  0.000  0.000  0.041   0.0   0.0   0.0 0.427    0.913
  6.0 18.37543  0.058754 -0.065667  0.084796 0.122288     0.000  0.004  0.000  0.000  0.000   0.0   0.0   0.0 0.007     0.000  0.054  0.000  0.000  0.000   0.0   0.0   0.0 0.011    0.127
  7.0 18.96673  0.063119  0.063522 -0.094751 0.130372     0.000  0.002  0.024  0.022  0.007   0.0   0.0   0.0 0.082     0.002  0.009  0.067  0.047  0.076   0.0   0.0   0.0 0.474    0.853
  8.0 18.69060  0.004365  0.129189 -0.179546 0.221237     0.002  0.011  0.001  0.000  0.001   0.0   0.0   0.0 0.037     0.032  0.044  0.003  0.000  0.013   0.0   0.0   0.0 0.096    0.298
  9.0 18.59340 -0.054389  0.194856 -0.264342 0.332872     0.020  0.016  0.011  0.000  0.000   0.0   0.0   0.0 0.125     0.114  0.061  0.044  0.000  0.020   0.0   0.0   0.0 0.322    0.761
 10.0 18.62795  0.239380 -0.133478  0.159636 0.317180     0.008  0.014  0.007  0.003  0.019   0.0   0.0   0.0 0.091     0.046  0.046  0.016  0.009  0.114   0.0   0.0   0.0 0.356    0.765
 11.0 18.57647  0.180626 -0.067812  0.074840 0.206943     0.000  0.011  0.000  0.000  0.000   0.0   0.0   0.0 0.034     0.016  0.080  0.001  0.000  0.000   0.0   0.0   0.0 0.076    0.264
 12.0 18.37476  0.121873 -0.002145 -0.009955 0.122297     0.006  0.000  0.000  0.000  0.000   0.0   0.0   0.0 0.006     0.062  0.000  0.000  0.000  0.000   0.0   0.0   0.0 0.012    0.130
 13.0 18.58295  0.126238  0.127044 -0.189502 0.260744     0.008  0.001  0.007  0.000  0.006   0.0   0.0   0.0 0.073     0.091  0.033  0.097  0.002  0.116   0.0   0.0   0.0 0.376    0.854
 14.0 18.84597  0.067484  0.192711 -0.274297 0.341951     0.022  0.007  0.011  0.004  0.013   0.0   0.0   0.0 0.107     0.055  0.030  0.030  0.009  0.043   0.0   0.0   0.0 0.267    0.627
 15.0 18.42201  0.008730  0.258378 -0.359093 0.442474     0.006  0.004  0.010  0.007  0.023   0.0   0.0   0.0 0.112     0.012  0.011  0.104  0.059  0.123   0.0   0.0   0.0 0.365    0.883
 16.0 18.64047  0.302499 -0.069956  0.064885 0.317190     0.003  0.012  0.025  0.009  0.000   0.0   0.0   0.0 0.113     0.007  0.057  0.119  0.047  0.000   0.0   0.0   0.0 0.333    0.766
 17.0 18.69970  0.243745 -0.004289 -0.019911 0.244595     0.042  0.017  0.001  0.000  0.000   0.0   0.0   0.0 0.141     0.173  0.075  0.027  0.000  0.000   0.0   0.0   0.0 0.409    0.911
 18.0 18.68934  0.184992  0.061378 -0.104706 0.221252     0.020  0.000  0.000  0.000  0.001   0.0   0.0   0.0 0.029     0.077  0.000  0.023  0.000  0.008   0.0   0.0   0.0 0.102    0.300
 19.0 18.56735 -0.189357 -0.190567  0.284253 0.391115     0.000  0.000  0.000  0.000  0.000   0.0   0.0   0.0 0.000     0.104  0.040  0.108  0.008  0.123   0.0   0.0   0.0 0.386    0.771
 20.0 18.83425 -0.248111 -0.124900  0.199457 0.341968     0.017  0.012  0.017  0.001  0.005   0.0   0.0   0.0 0.095     0.056  0.029  0.045  0.001  0.037   0.0   0.0   0.0 0.297    0.650
 21.0 18.59845 -0.306864 -0.059233  0.114662 0.332899     0.000  0.033  0.000  0.000  0.006   0.0   0.0   0.0 0.128     0.000  0.166  0.035  0.000  0.040   0.0   0.0   0.0 0.320    0.764
 22.0 18.16012 -0.013096 -0.387567  0.538639 0.663711     0.004  0.017  0.006  0.005  0.010   0.0   0.0   0.0 0.146     0.003  0.119  0.077  0.003  0.066   0.0   0.0   0.0 0.270    0.755
 23.0 18.59845 -0.071849 -0.321900  0.453844 0.561032     0.000  0.033  0.000  0.000  0.006   0.0   0.0   0.0 0.128     0.000  0.166  0.035  0.000  0.040   0.0   0.0   0.0 0.320    0.764
 24.0 18.83425 -0.130603 -0.256234  0.369048 0.467878     0.017  0.012  0.017  0.001  0.005   0.0   0.0   0.0 0.095     0.056  0.029  0.045  0.001  0.037   0.0   0.0   0.0 0.297    0.650
 25.0 18.58295 -0.126238 -0.127044  0.189502 0.260744     0.008  0.001  0.007  0.000  0.006   0.0   0.0   0.0 0.073     0.091  0.033  0.097  0.002  0.116   0.0   0.0   0.0 0.376    0.854
 26.0 18.68934 -0.184992 -0.061378  0.104706 0.221252     0.020  0.000  0.000  0.000  0.001   0.0   0.0   0.0 0.029     0.077  0.000  0.023  0.000  0.008   0.0   0.0   0.0 0.102    0.300
 27.0 18.69970 -0.243745  0.004289  0.019911 0.244595     0.042  0.017  0.001  0.000  0.000   0.0   0.0   0.0 0.141     0.173  0.075  0.027  0.000  0.000   0.0   0.0   0.0 0.409    0.911
 28.0 18.64047  0.050023 -0.324045  0.443889 0.551856     0.003  0.012  0.025  0.009  0.000   0.0   0.0   0.0 0.113     0.007  0.057  0.119  0.047  0.000   0.0   0.0   0.0 0.333    0.766
 29.0 18.42201 -0.008730 -0.258378  0.359093 0.442474     0.006  0.004  0.010  0.007  0.023   0.0   0.0   0.0 0.112     0.012  0.011  0.104  0.059  0.123   0.0   0.0   0.0 0.365    0.883
 30.0 18.84597 -0.067484 -0.192711  0.274297 0.341951     0.022  0.007  0.011  0.004  0.013   0.0   0.0   0.0 0.107     0.055  0.030  0.030  0.009  0.043   0.0   0.0   0.0 0.267    0.627
 31.0 18.96673 -0.063119 -0.063522  0.094751 0.130372     0.000  0.002  0.024  0.022  0.007   0.0   0.0   0.0 0.082     0.002  0.009  0.067  0.047  0.076   0.0   0.0   0.0 0.474    0.853
 32.0 18.37476 -0.121873  0.002145  0.009955 0.122297     0.006  0.000  0.000  0.000  0.000   0.0   0.0   0.0 0.006     0.062  0.000  0.000  0.000  0.000   0.0   0.0   0.0 0.012    0.130
 33.0 18.57647 -0.180626  0.067812 -0.074840 0.206943     0.000  0.011  0.000  0.000  0.000   0.0   0.0   0.0 0.034     0.016  0.080  0.001  0.000  0.000   0.0   0.0   0.0 0.076    0.264
 34.0 18.62795  0.113142 -0.260523  0.349138 0.450078     0.008  0.014  0.007  0.003  0.019   0.0   0.0   0.0 0.091     0.046  0.046  0.016  0.009  0.114   0.0   0.0   0.0 0.356    0.765
 35.0 18.59340  0.054389 -0.194856  0.264342 0.332872     0.020  0.016  0.011  0.000  0.000   0.0   0.0   0.0 0.125     0.114  0.061  0.044  0.000  0.020   0.0   0.0   0.0 0.322    0.761
 36.0 18.69060 -0.004365 -0.129189  0.179546 0.221237     0.002  0.011  0.001  0.000  0.001   0.0   0.0   0.0 0.037     0.032  0.044  0.003  0.000  0.013   0.0   0.0   0.0 0.096    0.298
 37.0 19.30955 -0.003501  0.096472  0.152067 0.180120     0.000  0.031  0.004  0.000  0.015   0.0   0.0   0.0 0.088     0.001  0.089  0.012  0.009  0.055   0.0   0.0   0.0 0.463    0.807
 38.0 19.02903 -0.062255  0.162138  0.067271 0.186253     0.001  0.011  0.017  0.000  0.020   0.0   0.0   0.0 0.141     0.016  0.064  0.052  0.020  0.042   0.0   0.0   0.0 0.402    0.815
 39.0 18.87888 -0.121009  0.227805 -0.017524 0.258545     0.007  0.005  0.018  0.000  0.021   0.0   0.0   0.0 0.095     0.024  0.009  0.065  0.002  0.101   0.0   0.0   0.0 0.427    0.820
 40.0 18.84423  0.172760 -0.100529  0.406453 0.452942     0.006  0.033  0.012  0.000  0.000   0.0   0.0   0.0 0.069     0.033  0.108  0.019  0.005  0.000   0.0   0.0   0.0 0.320    0.653
 41.0 18.75205  0.114006 -0.034862  0.321658 0.343040     0.004  0.010  0.000  0.010  0.008   0.0   0.0   0.0 0.088     0.041  0.060  0.000  0.041  0.025   0.0   0.0   0.0 0.247    0.573
 42.0 19.02691  0.055252  0.030805  0.236862 0.245164     0.000  0.049  0.000  0.000  0.005   0.0   0.0   0.0 0.099     0.000  0.178  0.000  0.000  0.017   0.0   0.0   0.0 0.384    0.764
 43.0 19.31555  0.059618  0.159994  0.057316 0.180104     0.013  0.021  0.008  0.000  0.007   0.0   0.0   0.0 0.089     0.049  0.054  0.058  0.000  0.017   0.0   0.0   0.0 0.467    0.811
 44.0 18.78555  0.000864  0.225661 -0.027480 0.227329     0.000  0.001  0.009  0.022  0.003   0.0   0.0   0.0 0.142     0.000  0.011  0.102  0.149  0.017   0.0   0.0   0.0 0.396    0.891
 45.0 19.06434 -0.057890  0.291328 -0.112275 0.317535     0.020  0.000  0.000  0.011  0.000   0.0   0.0   0.0 0.125     0.074  0.004  0.000  0.053  0.000   0.0   0.0   0.0 0.422    0.744
 46.0 18.84271  0.235879 -0.037007  0.311703 0.392641     0.012  0.000  0.018  0.000  0.017   0.0   0.0   0.0 0.109     0.053  0.002  0.091  0.003  0.113   0.0   0.0   0.0 0.431    0.885
 47.0 19.06127  0.177125  0.028660  0.226907 0.289277     0.006  0.003  0.022  0.000  0.020   0.0   0.0   0.0 0.083     0.040  0.028  0.076  0.006  0.089   0.0   0.0   0.0 0.435    0.835
 48.0 19.14405  0.118371  0.094327  0.142111 0.207617     0.007  0.019  0.004  0.000  0.009   0.0   0.0   0.0 0.168     0.043  0.097  0.020  0.000  0.028   0.0   0.0   0.0 0.407    0.837
 49.0 18.77217  0.122736  0.223516 -0.037435 0.257731     0.000  0.000  0.016  0.020  0.001   0.0   0.0   0.0 0.162     0.001  0.001  0.058  0.143  0.026   0.0   0.0   0.0 0.391    0.863
 50.0 18.87152  0.063983  0.289183 -0.122231 0.320407     0.000  0.002  0.029  0.009  0.000   0.0   0.0   0.0 0.154     0.000  0.010  0.115  0.090  0.000   0.0   0.0   0.0 0.377    0.819
 51.0 18.69490  0.005229  0.354850 -0.207026 0.410860     0.000  0.013  0.011  0.016  0.000   0.0   0.0   0.0 0.169     0.000  0.028  0.071  0.088  0.017   0.0   0.0   0.0 0.383    0.829
 52.0 19.01134  0.298998  0.026515  0.216952 0.370366     0.017  0.017  0.010  0.003  0.013   0.0   0.0   0.0 0.000     0.038  0.077  0.055  0.030  0.037   0.0   0.0   0.0 0.559    0.885
 53.0 19.06846  0.240244  0.092182  0.132156 0.289275     0.008  0.000  0.014  0.000  0.022   0.0   0.0   0.0 0.098     0.050  0.020  0.088  0.000  0.076   0.0   0.0   0.0 0.420    0.829
 54.0 19.03470  0.181490  0.157849  0.047361 0.245149     0.038  0.005  0.000  0.000  0.000   0.0   0.0   0.0 0.102     0.140  0.037  0.005  0.005  0.000   0.0   0.0   0.0 0.354    0.723
 55.0 18.32317 -0.192858 -0.094095  0.436319 0.486233     0.000  0.060  0.001  0.008  0.000   0.0   0.0   0.0 0.134     0.003  0.261  0.011  0.031  0.025   0.0   0.0   0.0 0.350    0.920
 56.0 18.86133 -0.251612 -0.028428  0.351524 0.433227     0.017  0.023  0.001  0.007  0.000   0.0   0.0   0.0 0.165     0.093  0.129  0.016  0.018  0.011   0.0   0.0   0.0 0.372    0.899
