   ik    e(ev)        kx        ky        kz   abs(k)  AgDx2-y2  AgDxy  AgDxz  AgDyz  AgDz2  AgPx  AgPy  AgPz   AgS  AuDx2-y2  AuDxy  AuDxz  AuDyz  AuDz2  AuPx  AuPy  AuPz   AuS  |psi|^2
  1.0 13.55513  0.000000  0.000000  0.000000 0.000000     0.003  0.015  0.008  0.137  0.042   0.0   0.0   0.0 0.000     0.005  0.001  0.028  0.587  0.129   0.0   0.0   0.0 0.000    0.988
  2.0 13.55245 -0.058754  0.065667 -0.084796 0.122288     0.000  0.003  0.006  0.207  0.051   0.0   0.0   0.0 0.000     0.000  0.002  0.025  0.490  0.166   0.0   0.0   0.0 0.000    0.990
  3.0 13.64037 -0.117507  0.131334 -0.169591 0.244577     0.103  0.015  0.071  0.064  0.002   0.0   0.0   0.0 0.000     0.267  0.056  0.193  0.200  0.001   0.0   0.0   0.0 0.000    0.990
  4.0 13.59497  0.176261 -0.197001  0.254387 0.366865     0.033  0.000  0.000  0.008  0.139   0.0   0.0   0.0 0.008     0.166  0.000  0.000  0.038  0.551   0.0   0.0   0.0 0.024    0.987
  5.0 13.64037  0.117507 -0.131334  0.169591 0.244577     0.103  0.015  0.071  0.064  0.002   0.0   0.0   0.0 0.000     0.267  0.056  0.193  0.200  0.001   0.0   0.0   0.0 0.000    0.990
  6.0 13.55245  0.058754 -0.065667  0.084796 0.122288     0.000  0.003  0.006  0.207  0.051   0.0   0.0   0.0 0.000     0.000  0.002  0.025  0.490  0.166   0.0   0.0   0.0 0.000    0.990
  7.0 13.63618  0.063119  0.063522 -0.094751 0.130372     0.038  0.013  0.106  0.076  0.025   0.0   0.0   0.0 0.000     0.089  0.012  0.304  0.269  0.054   0.0   0.0   0.0 0.000    0.999
  8.0 13.66267  0.004365  0.129189 -0.179546 0.221237     0.004  0.011  0.051  0.140  0.028   0.0   0.0   0.0 0.019     0.009  0.020  0.122  0.449  0.064   0.0   0.0   0.0 0.048    0.988
  9.0 13.57004 -0.054389  0.194856 -0.264342 0.332872     0.081  0.008  0.057  0.047  0.078   0.0   0.0   0.0 0.003     0.305  0.017  0.144  0.121  0.104   0.0   0.0   0.0 0.000    0.989
 10.0 13.58377  0.239380 -0.133478  0.159636 0.317180     0.038  0.000  0.098  0.098  0.012   0.0   0.0   0.0 0.008     0.095  0.001  0.302  0.262  0.047   0.0   0.0   0.0 0.018    0.996
 11.0 13.54859  0.180626 -0.067812  0.074840 0.206943     0.033  0.007  0.082  0.105  0.004   0.0   0.0   0.0 0.066     0.074  0.024  0.182  0.257  0.008   0.0   0.0   0.0 0.129    0.992
 12.0 13.55084  0.121873 -0.002145 -0.009955 0.122297     0.000  0.018  0.022  0.073  0.145   0.0   0.0   0.0 0.000     0.001  0.030  0.040  0.172  0.452   0.0   0.0   0.0 0.000    0.990
 13.0 13.69616  0.126238  0.127044 -0.189502 0.260744     0.019  0.051  0.019  0.011  0.029   0.0   0.0   0.0 0.000     0.308  0.123  0.102  0.007  0.287   0.0   0.0   0.0 0.000    0.986
 14.0 13.55290  0.067484  0.192711 -0.274297 0.341951     0.210  0.000  0.000  0.000  0.038   0.0   0.0   0.0 0.000     0.595  0.000  0.000  0.000  0.102   0.0   0.0   0.0 0.000    0.984
 15.0 13.62361  0.008730  0.258378 -0.359093 0.442474     0.019  0.018  0.060  0.090  0.001   0.0   0.0   0.0 0.014     0.060  0.030  0.251  0.350  0.009   0.0   0.0   0.0 0.051    0.994
 16.0 13.58231  0.302499 -0.069956  0.064885 0.317190     0.004  0.027  0.112  0.059  0.059   0.0   0.0   0.0 0.010     0.009  0.044  0.211  0.217  0.194   0.0   0.0   0.0 0.025    0.995
 17.0 13.63994  0.243745 -0.004289 -0.019911 0.244595     0.066  0.060  0.021  0.108  0.000   0.0   0.0   0.0 0.000     0.175  0.136  0.090  0.319  0.000   0.0   0.0   0.0 0.000    0.990
 18.0 13.66192  0.184992  0.061378 -0.104706 0.221252     0.003  0.013  0.024  0.178  0.013   0.0   0.0   0.0 0.019     0.005  0.046  0.102  0.461  0.054   0.0   0.0   0.0 0.050    0.988
 19.0 13.55156 -0.189357 -0.190567  0.284253 0.391115     0.081  0.142  0.000  0.005  0.015   0.0   0.0   0.0 0.000     0.291  0.342  0.028  0.001  0.044   0.0   0.0   0.0 0.000    0.985
