   ik     e(ev)        kx        ky        kz   abs(k)  AgDx2-y2  AgDxy  AgDxz  AgDyz  AgDz2  AgPx  AgPy  AgPz  AgS  AuDx2-y2  AuDxy  AuDxz  AuDyz  AuDz2  AuPx  AuPy  AuPz  AuS  |psi|^2
  1.0 -38.74397  0.000000  0.000000  0.000000 0.000000       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.445 0.342 0.204  0.0      1.0
  2.0 -38.74339 -0.058754  0.065667 -0.084796 0.122288       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.447 0.346 0.200  0.0      1.0
  3.0 -38.74201 -0.117507  0.131334 -0.169591 0.244577       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.434 0.372 0.185  0.0      1.0
  4.0 -38.74121  0.176261 -0.197001  0.254387 0.366865       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.427 0.392 0.166  0.0      1.0
  5.0 -38.74201  0.117507 -0.131334  0.169591 0.244577       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.434 0.372 0.185  0.0      1.0
  6.0 -38.74339  0.058754 -0.065667  0.084796 0.122288       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.447 0.346 0.200  0.0      1.0
  7.0 -38.74245  0.063119  0.063522 -0.094751 0.130372       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.441 0.346 0.202  0.0      1.0
  8.0 -38.74108  0.004365  0.129189 -0.179546 0.221237       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.437 0.368 0.188  0.0      1.0
  9.0 -38.73989 -0.054389  0.194856 -0.264342 0.332872       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.427 0.385 0.179  0.0      1.0
 10.0 -38.74043  0.239380 -0.133478  0.159636 0.317180       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.429 0.360 0.197  0.0      1.0
 11.0 -38.74192  0.180626 -0.067812  0.074840 0.206943       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.446 0.324 0.219  0.0      1.0
 12.0 -38.74277  0.121873 -0.002145 -0.009955 0.122297       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.446 0.327 0.218  0.0      1.0
 13.0 -38.73834  0.126238  0.127044 -0.189502 0.260744       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.411 0.403 0.176  0.0      1.0
 14.0 -38.73651  0.067484  0.192711 -0.274297 0.341951       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.396 0.404 0.191  0.0      1.0
 15.0 -38.73692  0.008730  0.258378 -0.359093 0.442474       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.428 0.312 0.252  0.0      1.0
 16.0 -38.73878  0.302499 -0.069956  0.064885 0.317190       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.449 0.257 0.289  0.0      1.0
 17.0 -38.73972  0.243745 -0.004289 -0.019911 0.244595       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.446 0.258 0.284  0.0      1.0
 18.0 -38.73948  0.184992  0.061378 -0.104706 0.221252       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.437 0.328 0.231  0.0      1.0
 19.0 -38.73486 -0.189357 -0.190567  0.284253 0.391115       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.278 0.616 0.091  0.0      1.0
 20.0 -38.73547 -0.248111 -0.124900  0.199457 0.341968       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.418 0.406 0.171  0.0      1.0
 21.0 -38.73685 -0.306864 -0.059233  0.114662 0.332899       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.457 0.178 0.357  0.0      1.0
 22.0 -38.73782 -0.013096 -0.387567  0.538639 0.663711       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.467 0.158 0.363  0.0      1.0
 23.0 -38.73685 -0.071849 -0.321900  0.453844 0.561032       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.457 0.178 0.357  0.0      1.0
 24.0 -38.73547 -0.130603 -0.256234  0.369048 0.467878       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.418 0.406 0.171  0.0      1.0
 25.0 -38.73834 -0.126238 -0.127044  0.189502 0.260744       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.411 0.403 0.176  0.0      1.0
 26.0 -38.73948 -0.184992 -0.061378  0.104706 0.221252       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.437 0.328 0.231  0.0      1.0
 27.0 -38.73972 -0.243745  0.004289  0.019911 0.244595       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.446 0.258 0.284  0.0      1.0
 28.0 -38.73878  0.050023 -0.324045  0.443889 0.551856       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.449 0.257 0.289  0.0      1.0
 29.0 -38.73692 -0.008730 -0.258378  0.359093 0.442474       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.428 0.312 0.252  0.0      1.0
 30.0 -38.73651 -0.067484 -0.192711  0.274297 0.341951       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.396 0.404 0.191  0.0      1.0
 31.0 -38.74245 -0.063119 -0.063522  0.094751 0.130372       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.441 0.346 0.202  0.0      1.0
 32.0 -38.74277 -0.121873  0.002145  0.009955 0.122297       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.446 0.327 0.218  0.0      1.0
 33.0 -38.74192 -0.180626  0.067812 -0.074840 0.206943       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.446 0.324 0.219  0.0      1.0
 34.0 -38.74043  0.113142 -0.260523  0.349138 0.450078       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.429 0.360 0.197  0.0      1.0
 35.0 -38.73989  0.054389 -0.194856  0.264342 0.332872       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.427 0.385 0.179  0.0      1.0
 36.0 -38.74108 -0.004365 -0.129189  0.179546 0.221237       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.437 0.368 0.188  0.0      1.0
 37.0 -38.74240 -0.003501  0.096472  0.152067 0.180120       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.383 0.392 0.214  0.0      1.0
 38.0 -38.74287 -0.062255  0.162138  0.067271 0.186253       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.373 0.444 0.177  0.0      1.0
 39.0 -38.74213 -0.121009  0.227805 -0.017524 0.258545       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.323 0.517 0.155  0.0      1.0
 40.0 -38.74077  0.172760 -0.100529  0.406453 0.452942       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.268 0.569 0.154  0.0      1.0
 41.0 -38.74037  0.114006 -0.034862  0.321658 0.343040       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.320 0.483 0.183  0.0      1.0
 42.0 -38.74127  0.055252  0.030805  0.236862 0.245164       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.381 0.393 0.218  0.0      1.0
 43.0 -38.74235  0.059618  0.159994  0.057316 0.180104       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.448 0.350 0.194  0.0      1.0
 44.0 -38.74193  0.000864  0.225661 -0.027480 0.227329       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.423 0.413 0.155  0.0      1.0
 45.0 -38.74079 -0.057890  0.291328 -0.112275 0.317535       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.350 0.490 0.147  0.0      1.0
 46.0 -38.74037  0.235879 -0.037007  0.311703 0.392641       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.362 0.448 0.174  0.0      1.0
 47.0 -38.74111  0.177125  0.028660  0.226907 0.289277       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.414 0.371 0.207  0.0      1.0
 48.0 -38.74203  0.118371  0.094327  0.142111 0.207617       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.439 0.334 0.219  0.0      1.0
 49.0 -38.73966  0.122736  0.223516 -0.037435 0.257731       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.493 0.337 0.163  0.0      1.0
 50.0 -38.73870  0.063983  0.289183 -0.122231 0.320407       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.430 0.426 0.133  0.0      1.0
 51.0 -38.73805  0.005229  0.354850 -0.207026 0.410860       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.393 0.412 0.185  0.0      1.0
 52.0 -38.73886  0.298998  0.026515  0.216952 0.370366       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.424 0.331 0.233  0.0      1.0
 53.0 -38.73981  0.240244  0.092182  0.132156 0.289275       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.456 0.287 0.247  0.0      1.0
 54.0 -38.74003  0.181490  0.157849  0.047361 0.245149       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.478 0.293 0.220  0.0      1.0
 55.0 -38.73581 -0.192858 -0.094095  0.436319 0.486233       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.483 0.411 0.094  0.0      1.0
 56.0 -38.73560 -0.251612 -0.028428  0.351524 0.433227       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.264 0.605 0.118  0.0      1.0
 57.0 -38.73623 -0.310366  0.037239  0.266728 0.410923       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.323 0.398 0.271  0.0      1.0
 58.0 -38.73763 -0.016597 -0.291096  0.690706 0.749725       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.500 0.186 0.310  0.0      1.0
 59.0 -38.73770 -0.075351 -0.225429  0.605911 0.650864       0.0    0.0    0.0    0.0    0.0   0.0   0.0   0.0  0.0       0.0    0.0    0.0    0.0    0.0 0.539 0.175 0.276  0.0      1.0
