   ik    e(ev)        kx        ky        kz   abs(k)  AgDx2-y2  AgDxy  AgDxz  AgDyz  AgDz2  AgPx  AgPy  AgPz   AgS  AuDx2-y2  AuDxy  AuDxz  AuDyz  AuDz2  AuPx  AuPy  AuPz   AuS  |psi|^2
  1.0 16.45701  0.000000  0.000000  0.000000 0.000000     0.018  0.008  0.021  0.020  0.018   0.0   0.0   0.0 0.001     0.080  0.151  0.243  0.137  0.274   0.0   0.0   0.0 0.000    0.998
  2.0 16.46115 -0.058754  0.065667 -0.084796 0.122288     0.010  0.048  0.027  0.014  0.026   0.0   0.0   0.0 0.000     0.108  0.224  0.249  0.138  0.129   0.0   0.0   0.0 0.000    0.996
  3.0 16.45795 -0.117507  0.131334 -0.169591 0.244577     0.045  0.009  0.053  0.005  0.025   0.0   0.0   0.0 0.001     0.130  0.092  0.239  0.200  0.168   0.0   0.0   0.0 0.000    0.996
  4.0 16.44458  0.176261 -0.197001  0.254387 0.366865     0.085  0.028  0.039  0.004  0.043   0.0   0.0   0.0 0.003     0.215  0.149  0.158  0.107  0.131   0.0   0.0   0.0 0.001    0.997
  5.0 16.45795  0.117507 -0.131334  0.169591 0.244577     0.045  0.009  0.053  0.005  0.025   0.0   0.0   0.0 0.001     0.130  0.092  0.239  0.200  0.168   0.0   0.0   0.0 0.000    0.996
  6.0 16.46115  0.058754 -0.065667  0.084796 0.122288     0.010  0.048  0.027  0.014  0.026   0.0   0.0   0.0 0.000     0.108  0.224  0.249  0.138  0.129   0.0   0.0   0.0 0.000    0.996
  7.0 16.49050  0.063119  0.063522 -0.094751 0.130372     0.016  0.041  0.032  0.029  0.010   0.0   0.0   0.0 0.000     0.138  0.154  0.171  0.262  0.112   0.0   0.0   0.0 0.002    0.994
  8.0 16.51170  0.004365  0.129189 -0.179546 0.221237     0.009  0.027  0.059  0.021  0.037   0.0   0.0   0.0 0.000     0.110  0.095  0.157  0.233  0.226   0.0   0.0   0.0 0.000    0.997
  9.0 16.47350 -0.054389  0.194856 -0.264342 0.332872     0.030  0.006  0.051  0.018  0.009   0.0   0.0   0.0 0.000     0.145  0.095  0.193  0.330  0.075   0.0   0.0   0.0 0.003    0.997
 10.0 16.43808  0.239380 -0.133478  0.159636 0.317180     0.041  0.020  0.040  0.014  0.018   0.0   0.0   0.0 0.003     0.139  0.190  0.242  0.112  0.143   0.0   0.0   0.0 0.000    0.997
