abs(k),e(ev),|psi|^2,AgDx2-y2,AgDxy,AgDxz,AgDyz,AgDz2,AgPx,AgPy,AgPz,AgS,AuDx2-y2,AuDxy,AuDxz,AuDyz,AuDz2,AuPx,AuPy,AuPz,AuS,Diff_12,KS#2,Diff_13,KS#3,Diff_14,KS#4,Diff_15,KS#5,Diff_16,KS#6,Diff_17,KS#7,Diff_18,KS#8,Diff_19,KS#9,Diff_110,KS#10,Diff_111,KS#11,Diff_112,KS#12,Diff_113,KS#13,Diff_114,KS#14,Diff_115,KS#15,Diff_116,KS#16,Diff_117,KS#17,Diff_118,KS#18,Diff_119,KS#19,Diff_120,KS#20,Diff_121,KS#21,Diff_122,KS#22,Diff_123,KS#23,Diff_124,KS#24,Diff_125,KS#25,Diff_126,KS#26,Diff_127,KS#27,Diff_128,KS#28,Diff_129,KS#29,Diff_130,KS#30,Diff_131,KS#31,Diff_132,KS#32,Diff_133,KS#33,Diff_134,KS#34,Diff_135,KS#35,Diff_136,KS#36,Diff_137,KS#37,Diff_138,KS#38,Diff_139,KS#39,Diff_140,KS#40,Diff_141,KS#41,Diff_142,KS#42,Diff_143,KS#43,Diff_144,KS#44,Diff_145,KS#45,Diff_146,KS#46,Diff_147,KS#47,Diff_148,KS#48,Diff_149,KS#49,Diff_150,KS#50,Diff_151,KS#51,Diff_152,KS#52,Diff_153,KS#53,Diff_154,KS#54,Diff_155,KS#55,Diff_156,KS#56,Diff_157,KS#57,Diff_158,KS#58,Diff_159,KS#59,Diff_160,KS#60,Diff_161,KS#61,Diff_162,KS#62,Diff_163,KS#63,Diff_164,KS#64,Diff_165,KS#65,Diff_166,KS#66,Diff_167,KS#67,Diff_168,KS#68,Diff_169,KS#69,Diff_170,KS#70,Diff_171,KS#71,Diff_172,KS#72,Diff_173,KS#73,Diff_174,KS#74,Diff_175,KS#75,Diff_176,KS#76,Diff_177,KS#77,Diff_178,KS#78,Diff_179,KS#79,Diff_180,KS#80,Diff_181,KS#81,Diff_182,KS#82,Diff_183,KS#83,Diff_184,KS#84,Diff_185,KS#85,Diff_186,KS#86,Diff_187,KS#87,Diff_188,KS#88,Diff_189,KS#89,Diff_190,KS#90,Diff_191,KS#91,Diff_192,KS#92,Diff_193,KS#93,Diff_194,KS#94,Diff_195,KS#95,Diff_196,KS#96,Diff_197,KS#97,Diff_198,KS#98,Diff_199,KS#99,Diff_1100,KS#100,Diff_1101,KS#101,Diff_1102,KS#102,Diff_1103,KS#103,Diff_1104,KS#104,Diff_1105,KS#105,Diff_1106,KS#106,Diff_1107,KS#107,Diff_1108,KS#108,Diff_1109,KS#109,Diff_1110,KS#110,Diff_1111,KS#111,Diff_1112,KS#112,Diff_1113,KS#113,Diff_1114,KS#114,Diff_1115,KS#115,Diff_1116,KS#116,Diff_1117,KS#117,Diff_1118,KS#118,Diff_1119,KS#119,Diff_1120,KS#120,Diff_1121,KS#121,Diff_1122,KS#122,Diff_1123,KS#123,Diff_1124,KS#124,Diff_1125,KS#125,Diff_1126,KS#126,Diff_1127,KS#127,Diff_1128,KS#128,Diff_1129,KS#129,Diff_1130,KS#130,Diff_1131,KS#131,Diff_1132,KS#132,Diff_1133,KS#133,Diff_1134,KS#134,Diff_1135,KS#135,Diff_1136,KS#136,Diff_1137,KS#137,Diff_1138,KS#138,Diff_1139,KS#139,Diff_1140,KS#140,Diff_1141,KS#141,Diff_1142,KS#142,Diff_1143,KS#143,Diff_1144,KS#144,Diff_1145,KS#145,Diff_1146,KS#146,Diff_1147,KS#147,Diff_1148,KS#148,Diff_1149,KS#149,Diff_1150,KS#150,Diff_1151,KS#151,Diff_1152,KS#152,Diff_1153,KS#153,Diff_1154,KS#154,Diff_1155,KS#155,Diff_1156,KS#156,Diff_1157,KS#157,Diff_1158,KS#158,Diff_1159,KS#159,Diff_1160,KS#160,Diff_1161,KS#161,Diff_1162,KS#162,Diff_1163,KS#163,Diff_1164,KS#164,Diff_1165,KS#165,Diff_1166,KS#166,Diff_1167,KS#167,Diff_1168,KS#168,Diff_1169,KS#169,Diff_1170,KS#170,Diff_1171,KS#171,Diff_1172,KS#172,Diff_1173,KS#173,Diff_1174,KS#174,Diff_1175,KS#175,Diff_1176,KS#176,Diff_1177,KS#177,Diff_1178,KS#178,Diff_1179,KS#179,Diff_1180,KS#180,Diff_1181,KS#181,Diff_1182,KS#182,Diff_1183,KS#183,Diff_1184,KS#184,Diff_1185,KS#185,Diff_1186,KS#186,Diff_1187,KS#187,Diff_1188,KS#188,Diff_1189,KS#189,Diff_1190,KS#190,Diff_1191,KS#191,Diff_1192,KS#192,Diff_1193,KS#193,Diff_1194,KS#194,Diff_1195,KS#195,Diff_1196,KS#196,Diff_1197,KS#197,Diff_1198,KS#198,Diff_1199,KS#199,Diff_1200,KS#200,Diff_1201,KS#201,Diff_1202,KS#202,Diff_1203,KS#203,Diff_1204,KS#204,Diff_1205,KS#205,Diff_1206,KS#206,Diff_1207,KS#207,Diff_1208,KS#208,Diff_1209,KS#209,Diff_1210,KS#210,Diff_1211,KS#211,Diff_1212,KS#212,Diff_1213,KS#213,Diff_1214,KS#214,Diff_1215,KS#215,Diff_1216,KS#216,Diff_1217,KS#217,Diff_1218,KS#218,Diff_1219,KS#219,Diff_1220,KS#220,Diff_1221,KS#221,Diff_1222,KS#222,Diff_1223,KS#223,Diff_1224,KS#224,Diff_1225,KS#225,Diff_1226,KS#226,Diff_1227,KS#227,Diff_1228,KS#228,Diff_1229,KS#229,Diff_1230,KS#230,Diff_1231,KS#231,Diff_1232,KS#232,Diff_1233,KS#233,Diff_1234,KS#234,Diff_1235,KS#235,Diff_1236,KS#236,Diff_1237,KS#237,Diff_1238,KS#238,Diff_1239,KS#239,Diff_1240,KS#240,Diff_1241,KS#241,Diff_1242,KS#242,Diff_1243,KS#243,Diff_1244,KS#244,Diff_1245,KS#245,Diff_1246,KS#246,Diff_1247,KS#247,Diff_1248,KS#248,Diff_1249,KS#249,Diff_1250,KS#250,Diff_1251,KS#251,Diff_1252,KS#252,Diff_1253,KS#253,Diff_1254,KS#254,Diff_1255,KS#255,Diff_1256,KS#256,Diff_1257,KS#257,Diff_1258,KS#258,Diff_1259,KS#259,Diff_1260,KS#260,Diff_1261,KS#261,Diff_1262,KS#262,Diff_1263,KS#263,Diff_1264,KS#264,Diff_1265,KS#265,Diff_1266,KS#266,Diff_1267,KS#267,Diff_1268,KS#268,Diff_1269,KS#269,Diff_1270,KS#270,Diff_1271,KS#271,Diff_1272,KS#272,Diff_1273,KS#273,Diff_1274,KS#274,Diff_1275,KS#275,Diff_1276,KS#276,Diff_1277,KS#277,Diff_1278,KS#278,Diff_1279,KS#279,Diff_1280,KS#280,Diff_1281,KS#281,Diff_1282,KS#282,Diff_1283,KS#283,Diff_1284,KS#284,Diff_1285,KS#285,Diff_1286,KS#286,Diff_1287,KS#287,Diff_1288,KS#288,Diff_1289,KS#289,Diff_1290,KS#290,Diff_1291,KS#291,Diff_1292,KS#292,Diff_1293,KS#293,Diff_1294,KS#294,Diff_1295,KS#295,Diff_1296,KS#296,Diff_1297,KS#297,Diff_1298,KS#298,Diff_1299,KS#299,Diff_1300,KS#300,Diff_1301,KS#301,Diff_1302,KS#302,Diff_1303,KS#303,Diff_1304,KS#304,Diff_1305,KS#305,Diff_1306,KS#306,Diff_1307,KS#307,Diff_1308,KS#308,Diff_1309,KS#309,Diff_1310,KS#310,Diff_1311,KS#311,Diff_1312,KS#312,Diff_1313,KS#313,Diff_1314,KS#314,Diff_1315,KS#315,Diff_1316,KS#316,Diff_1317,KS#317,Diff_1318,KS#318,Diff_1319,KS#319,Diff_1320,KS#320,Diff_1321,KS#321,Diff_1322,KS#322,Diff_1323,KS#323,Diff_1324,KS#324,Diff_1325,KS#325,Diff_1326,KS#326,Diff_1327,KS#327,Diff_1328,KS#328,Diff_1329,KS#329,Diff_1330,KS#330,Diff_1331,KS#331,Diff_1332,KS#332,Diff_1333,KS#333,Diff_1334,KS#334,Diff_1335,KS#335,Diff_1336,KS#336,Diff_1337,KS#337,Diff_1338,KS#338,Diff_1339,KS#339,Diff_1340,KS#340,Diff_1341,KS#341,Diff_1342,KS#342,Diff_1343,KS#343,Diff_1344,KS#344,Diff_1345,KS#345,Diff_1346,KS#346,Diff_1347,KS#347,Diff_1348,KS#348,Diff_1349,KS#349,Diff_1350,KS#350,Diff_1351,KS#351,Diff_1352,KS#352,Diff_1353,KS#353,Diff_1354,KS#354,Diff_1355,KS#355,Diff_1356,KS#356,Diff_1357,KS#357,Diff_1358,KS#358,Diff_1359,KS#359,Diff_1360,KS#360,Diff_1361,KS#361,Diff_1362,KS#362,Diff_1363,KS#363,Diff_1364,KS#364,Diff_1365,KS#365
0.0,-85.66292,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.992,0.010530000000002815,0.0,0.027619999999998868,0.0,0.029290000000003147,0.0,0.038460000000000605,0.0,0.04080000000000439,0.0,0.05374999999999375,0.0,0.06356999999999857,0.0,0.06847000000000492,0.0,0.07202999999999804,0.0,0.08696000000000481,0.0,0.0993699999999933,0.0,0.10209000000000401,0.0,0.10909999999999798,0.0,0.11762000000000228,0.0,0.12457999999999458,0.0,0.13169000000000608,0.0,0.13357000000000596,0.0,0.14846000000000004,0.0,0.1499199999999945,0.0,0.16351000000000226,0.0,0.24134999999999707,0.0,0.26221999999999923,0.0,0.4066799999999944,0.0,10.281040000000004,0.0,10.304389999999998,0.0,10.310209999999998,0.0,10.332920000000001,0.0,10.361850000000004,0.0,10.364739999999998,0.0,10.396789999999996,0.0,10.440129999999996,0.0,45.33795,0.0,45.34089,0.0,45.34824,0.0,45.34988,0.0,45.35482,0.0,45.35863,0.0,45.35985,0.0,45.3627,0.0,45.36713,0.0,45.37534,0.0,45.37759,0.0,45.38121,0.0,45.3826,0.0,45.38758,0.0,45.38798,0.0,45.39272,0.0,45.39699,0.0,45.39764,0.0,45.39955,0.0,45.40253,0.0,45.40632,0.0,45.41135,0.0,45.41551,0.0,45.41984,0.0,46.91895,0.0,46.92361,0.0,46.92635,0.0,46.93312,0.0,46.93599,0.0,46.93748,0.0,46.94041,0.0,46.9465,0.0,46.94993,0.0,46.95124,0.0,46.95644,0.0,46.9572,0.0,46.96181,0.0,46.96378,0.0,46.9661,0.0,46.96881,0.0,46.97011,0.0,46.97249,0.0,46.97481,0.0,46.9769,0.0,46.98104,0.0,46.9825,0.0,46.98456,0.0,46.98584,0.0,46.98997,0.0,46.99159,0.0,46.99317,0.0,46.99501,0.0,46.99614,0.0,46.99723,0.0,46.99937,0.0,47.00027,0.0,47.00429,0.0,47.00723,0.0,47.00821,0.0,47.01189,0.0,47.012859999999996,0.0,47.01471,0.0,47.01737,0.0,47.01993,0.0,47.02113,0.0,47.02367,0.0,47.02473,0.0,47.02543,0.0,47.026089999999996,0.0,47.02714,0.0,47.02803,0.0,47.02982,0.0,47.0308,0.0,47.03199,0.0,47.03249,0.0,47.03532,0.0,47.03698,0.0,47.03833,0.0,47.03915,0.0,47.04001,0.0,47.04148,0.0,47.04323,0.0,47.04418,0.0,47.04455,0.0,47.0452,0.0,47.04848,0.0,47.04981,0.0,47.05113,0.0,47.05338,0.0,47.05422,0.0,47.05557,0.0,47.06449,0.0,47.06755,0.0,47.0712,0.0,47.07195,0.0,47.08294,0.0,95.8091,0.0,97.4907,0.0,97.53483,0.0,97.57581,0.0,97.64806,0.0,97.67187,0.0,97.79832999999999,0.0,97.85247,0.0,98.02178,0.0,98.09323,0.0,98.24678,0.0,98.46567,0.0,98.47498,0.0,98.48704000000001,0.0,98.50824,0.0,98.52744,0.0,98.53673,0.0,98.54339,0.0,98.55453,0.0,98.59534,0.0,98.63884,0.0,98.65714,0.0,98.66821,0.0,98.67182,0.0,98.69514,0.0,98.70436,0.0,98.72008,0.0,98.73866,0.0,98.75462,0.0,98.76661,0.0,98.77553,0.0,98.78743,0.0,98.79478,0.0,98.80948,0.0,98.84884,0.0,98.95784,0.0,99.02352,0.0,99.05646,0.0,99.09506,0.0,99.18556,0.0,99.18928,0.0,99.19502,0.0,99.20322,0.0,99.20779999999999,0.0,99.21805,0.0,99.22089,0.0,99.22704,0.0,99.26489,0.0,99.26941,0.0,99.28308,0.0,99.29184000000001,0.0,99.38369,0.0,99.39508000000001,0.0,99.42287,0.0,99.43438,0.0,99.45226,0.0,99.45751,0.0,99.59669,0.0,99.60437999999999,0.0,99.61087,0.0,99.61402,0.0,99.85871,0.0,99.8682,0.0,99.87453,0.0,99.9047,0.0,99.91816,0.0,99.92096,0.0,99.94019,0.0,99.94414,0.0,99.96896,0.0,99.97075,0.0,100.00165,0.0,100.01424,0.0,100.06542999999999,0.0,100.069,0.0,100.08025,0.0,100.09397,0.0,100.10379,0.0,100.1103,0.0,100.11823,0.0,100.13105,0.0,100.15213,0.0,100.1674,0.0,100.18802,0.0,100.19086,0.0,100.20734,0.0,100.21921,0.0,100.2695,0.0,100.31411,0.0,100.33354,0.0,100.33929,0.0,100.34549,0.0,100.36309,0.0,100.3731,0.0,100.45078,0.0,100.48042,0.0,100.50031,0.0,100.52443,0.0,100.5354,0.0,100.59139,0.0,100.61971,0.0,100.65646,0.0,100.66386,0.0,100.69662,0.0,100.73791,0.0,100.74277000000001,0.0,100.8629,0.0,100.90851,0.0,100.92878999999999,0.0,100.93312,0.0,100.94998,0.0,100.96933,0.0,100.98309,0.0,100.9882,0.0,101.00247,0.0,101.02904,0.0,101.04062,0.0,101.04606,0.0,101.0706,0.0,101.08362,0.0,101.10225,0.0,101.1072,0.0,101.12558,0.0,101.15158,0.0,101.15697,0.0,101.16102000000001,0.0,101.19945,0.0,101.21846,0.0,101.38867,0.0,101.45382000000001,0.0,101.62958,0.0,101.65317,0.0,101.69193,0.0,101.72489,0.0,101.74134000000001,0.0,101.76022,0.0,101.77255,0.0,101.79997,0.0,101.82312999999999,0.0,101.83874,0.0,101.85182,0.0,101.87504,0.0,101.90259,0.0,101.91246,0.0,101.91723999999999,0.0,101.96422,0.0,101.98401,0.0,102.03299,0.0,102.04227,0.0,102.04987,0.0,102.05864,0.0,102.06607,0.0,102.0806,0.0,102.09721,0.0,102.11993,0.0,102.12998,0.0,102.13614,0.0,102.14215,0.0,102.18224000000001,0.0,102.22369,0.0,102.23861,0.0,102.25748,0.0,102.2715,0.0,102.30906,0.0,102.31942000000001,0.0,102.4716,0.0,102.52846,0.0,103.33559,0.0,103.38498,0.0,103.43152,0.0,103.46605,0.0,103.76579,0.0,103.87616,0.0,104.18066,0.0,104.2548,0.0,104.61345,1e-06,104.65162000000001,0.0,104.70262,0.0,104.71644,0.0,105.53884,0.0,105.66092,1e-06,105.78416,4e-06,105.85061,5e-06,105.90352,2e-06,106.74508,0.001274,106.74712,0.000227,106.9431,4e-06,106.94949,2.1e-05,107.54231,1e-06,107.66228,1e-06,107.69943,1e-06,107.73677,0.0,107.84284,8e-06,107.98365,0.0,108.09313,7e-06,108.12847,9e-06,108.17293000000001,0.0,108.29653,4.8e-05,108.41517,1.5e-05,108.46193,1e-06,108.52781999999999,0.0,108.60629,4e-06,110.4357,3e-06,110.44212,1.5e-05,110.5168,3e-06,110.53197,0.0,110.74127,2e-06,112.80733000000001,0.0,112.85374999999999,2e-06,112.87987,0.0,112.89647,0.0,112.91268,0.0,112.96916,4e-06,113.00067,8e-06,113.08275,2e-06,113.18664,3e-06,113.33122,3.5e-05,113.37515,0.0,113.38086,1.8e-05,113.45145,2.2e-05,113.48832,1.3e-05,114.05457,1e-06,114.13909,0.0,114.03356,0.0,114.21069,1e-06,114.41847,1e-06,114.51047,0.0,114.56255,0.0,114.8704,0.0,114.81724,0.0,114.83389,1.1e-05,114.87767,5e-06,114.90628,0.0,115.51085,3e-06,115.57624,7e-06,115.58904,1e-06,115.6144,4e-06
0.122288,-85.66046,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.996,0.0075999999999964984,0.0,0.015100000000003888,0.0,0.02442999999999529,0.0,0.026110000000002742,0.0,0.0342899999999986,0.0,0.045000000000001705,0.0,0.055260000000004084,0.0,0.060940000000002215,0.0,0.0703500000000048,0.0,0.07631000000000654,0.0,0.08760999999999797,0.0,0.09717000000000553,0.0,0.10253000000000156,0.0,0.11230000000000473,0.0,0.11587000000000103,0.0,0.1282900000000069,0.0,0.13250999999999635,0.0,0.1375799999999998,0.0,0.14779000000000053,0.0,0.15036999999999523,0.0,0.18327000000000737,0.0,0.20288999999999646,0.0,0.3670500000000061,0.0,10.2791,0.0,10.295379999999994,0.0,10.309579999999997,0.0,10.33354,0.0,10.3429,0.0,10.353549999999998,0.0,10.36148,0.0,10.422229999999999,0.0,45.333800000000004,0.0,45.33725,0.0,45.34564,0.0,45.34773,0.0,45.3515,0.0,45.35497,0.0,45.35664,0.0,45.35925,0.0,45.36282,0.0,45.37135,0.0,45.37315,0.0,45.37638,0.0,45.37759,0.0,45.38364,0.0,45.38585,0.0,45.39036,0.0,45.3917,0.0,45.393480000000004,0.0,45.39475,0.0,45.3981,0.0,45.39966,0.0,45.40392,0.0,45.41072,0.0,45.41764,0.0,46.91707,0.0,46.92224,0.0,46.92447,0.0,46.93143,0.0,46.9338,0.0,46.93575,0.0,46.93851,0.0,46.94475,0.0,46.94681,0.0,46.94887,0.0,46.95215,0.0,46.95332,0.0,46.95881,0.0,46.96073,0.0,46.96319,0.0,46.96445,0.0,46.96591,0.0,46.96845,0.0,46.97121,0.0,46.97345,0.0,46.97696,0.0,46.97913,0.0,46.98372,0.0,46.98438,0.0,46.98707,0.0,46.98861,0.0,46.99072,0.0,46.99229,0.0,46.99452,0.0,46.99609,0.0,46.99771,0.0,47.0002,0.0,47.00398,0.0,47.00519,0.0,47.00698,0.0,47.00838,0.0,47.011630000000004,0.0,47.01283,0.0,47.01488,0.0,47.01685,0.0,47.01897,0.0,47.02076,0.0,47.021950000000004,0.0,47.02339,0.0,47.02417,0.0,47.02466,0.0,47.02646,0.0,47.027860000000004,0.0,47.02822,0.0,47.02948,0.0,47.03104,0.0,47.03339,0.0,47.03396,0.0,47.03582,0.0,47.036410000000004,0.0,47.03801,0.0,47.03891,0.0,47.04028,0.0,47.04118,0.0,47.04257,0.0,47.0435,0.0,47.04551,0.0,47.04797,0.0,47.04842,0.0,47.05043,0.0,47.05137,0.0,47.05238,0.0,47.06054,0.0,47.06253,0.0,47.06971,0.0,47.07103,0.0,47.08008,0.0,95.86418,0.0,97.14292,0.0,97.43238,0.0,97.59939,0.0,97.72154,0.0,97.79402,0.0,97.84717,0.0,97.96615,0.0,98.05104,0.0,98.17729,0.0,98.25543,0.0,98.3806,0.0,98.39099,0.0,98.42713,0.0,98.4711,0.0,98.475,0.0,98.50632,0.0,98.52819,0.0,98.57588,0.0,98.5945,0.0,98.62529,0.0,98.64982,0.0,98.66376,0.0,98.67138,0.0,98.68296000000001,0.0,98.69873,0.0,98.71171,0.0,98.74118,0.0,98.74943,0.0,98.77146,0.0,98.77979,0.0,98.82507,0.0,98.85937,0.0,98.88437,0.0,98.89391,0.0,98.91637,0.0,98.92665,0.0,98.94218000000001,0.0,98.9603,0.0,99.01039,0.0,99.10219000000001,0.0,99.11717,0.0,99.12982,0.0,99.17731,0.0,99.21291,0.0,99.25943,0.0,99.29443,0.0,99.30804,0.0,99.34227,0.0,99.3493,0.0,99.35931,0.0,99.37493,0.0,99.4796,0.0,99.48943,0.0,99.49926,0.0,99.50066,0.0,99.50826,0.0,99.56888000000001,0.0,99.60891,0.0,99.63175,0.0,99.6873,0.0,99.75539,0.0,99.84616,0.0,99.87941000000001,0.0,99.88839,0.0,99.90456,0.0,99.92734,0.0,99.95186,0.0,99.95941,0.0,99.96227,0.0,99.97164000000001,0.0,99.97933,0.0,100.01693,0.0,100.0339,0.0,100.04983,0.0,100.05971,0.0,100.06482,0.0,100.07413,0.0,100.07792,0.0,100.11096,0.0,100.12654,0.0,100.14511,0.0,100.16657000000001,0.0,100.20452,0.0,100.23277,0.0,100.24751,0.0,100.27759,0.0,100.29479,0.0,100.30546,0.0,100.31273,0.0,100.32486,0.0,100.33999,0.0,100.37581,0.0,100.39395,0.0,100.4075,0.0,100.44797,0.0,100.47955,0.0,100.49476,0.0,100.54044,0.0,100.56988,0.0,100.61481,0.0,100.65572,0.0,100.67006,0.0,100.68925,0.0,100.70732,0.0,100.74316,0.0,100.74929,0.0,100.76618,0.0,100.81033,0.0,100.82879,0.0,100.8445,0.0,100.89646,0.0,100.94073,0.0,100.95057,0.0,100.97411,0.0,101.02296,0.0,101.0448,0.0,101.09612,0.0,101.14169,0.0,101.16354,0.0,101.19932,0.0,101.22719000000001,0.0,101.28052,0.0,101.29999000000001,0.0,101.32146,0.0,101.34743,0.0,101.35801000000001,0.0,101.37367,0.0,101.4358,0.0,101.45409000000001,0.0,101.50893,0.0,101.53573,0.0,101.56405,0.0,101.61537,0.0,101.64603,0.0,101.69375,0.0,101.74208,0.0,101.76977,0.0,101.79914,0.0,101.82485,0.0,101.83519,0.0,101.8623,0.0,101.8844,0.0,101.90031,0.0,101.92628,0.0,101.94151,0.0,101.96954,0.0,101.9843,0.0,102.01551,0.0,102.03869,0.0,102.05884,0.0,102.07113,0.0,102.08697000000001,0.0,102.10568,0.0,102.12161,0.0,102.13616,0.0,102.15197,0.0,102.18153000000001,0.0,102.19830999999999,0.0,102.21028,0.0,102.22538,0.0,102.24685,0.0,102.25878,0.0,102.29295,0.0,102.31333000000001,0.0,102.3687,0.0,102.4691,0.0,103.08309,0.0,103.21032,0.0,103.53753,0.0,103.74273,0.0,103.59673000000001,0.0,103.61776,0.0,103.91417,0.0,103.95474,0.0,104.03589,4e-06,104.5649,0.0,104.74492000000001,0.0,105.45756,4e-06,105.58116,4e-06,105.62487,2.5e-05,105.73276,6e-05,105.79282,0.000174,105.88233,3.1e-05,106.36257,0.000119,106.45787,0.000224,106.94684000000001,2e-06,107.06856,6.5e-05,107.21193,1.8e-05,107.33986,1e-06,107.48272,8.6e-05,107.86081,6e-06,107.89981,1e-06,108.00313,3.4e-05,108.1088,6.4e-05,108.31033,2e-06,108.54396,1e-06,108.63468,3e-06,108.7123,1.9e-05,108.97346999999999,8.7e-05,109.02698000000001,6.7e-05,109.39713,2.1e-05,109.51193,0.000133,109.94078999999999,0.000677,110.79186,2.5e-05,111.0492,0.0,111.58235,0.0,111.79236,6e-06,111.95247,2e-06,112.00444,6e-06,112.14849,0.00046,112.27769,0.000378,112.33555,0.000297,112.82124999999999,1e-06,113.0902,6e-06,113.17825,1e-06,113.53699,0.0,113.63465,1e-06,113.68167,5e-06,113.76983,1e-06,113.98326,1e-06,113.769,2e-06,113.96903,0.0,114.29955,1.7e-05,114.08475,1e-06,114.33578,1.2e-05,114.38147000000001,3e-06,114.56173,3e-06,114.60924,1.1e-05,114.87989,1e-06,114.91678,2e-06,115.0598,2e-06,115.16498,4e-06,115.20339,5.2e-05,115.28173,2.7e-05,115.33164,5e-06,115.43156,1e-06
